Ensembl_ID,HVG_score,DE_global_score,PCA_combined_score,HVG_norm,DE_norm,PCA_norm,Combined_score,Combined_score_prob
ENSMUSG00000033740,3.7761157,232.4953,0.003610148434388,0.7691518950798851,0.968127810277279,0.8645427466314313,2.6018224519885953,0.0001308337955264627
ENSMUSG00000048960,3.389156,225.40349,0.003491140716276,0.7297518185258111,0.9411195268448508,0.8360429421680894,2.506914287538751,0.00012606129639919434
ENSMUSG00000007097,6.0433426,74.07136,0.0041757824423633,1.0,0.3647897803523351,1.0,2.3647897803523352,0.00011891450254386623
ENSMUSG00000062209,3.5299904,152.66006,0.0034828492457909,0.7440915188652704,0.6640851484157884,0.834057312233428,2.242233979514487,0.00011275172976313876
ENSMUSG00000026473,6.0042143,82.66842,0.0034453914555085,0.9960159726828639,0.3975306226994358,0.825086972194872,2.2186335675771716,0.0001115649725855354
ENSMUSG00000038349,3.3819911,167.44482,0.0032085071933895,0.7290222913722023,0.720391082804954,0.7683582552852604,2.2177716294624163,0.00011152162964529129
ENSMUSG00000038608,4.155054,130.58748,0.0033906298125697,0.8077352360047171,0.5800244506919424,0.8119727293490563,2.1997324160457157,0.00011061451980087627
ENSMUSG00000026421,4.411589,88.6172,0.0039092182530886,0.8338555235664437,0.42018581739827304,0.9361635750035262,2.190204915968243,0.00011013542523542593
ENSMUSG00000025931,2.5299084,210.61723,0.002704321660611,0.6422635833971801,0.8848078798907477,0.6476165981440821,2.17468806143201,0.00010935515332561297
ENSMUSG00000002459,1.9457657,236.0127,0.0024154917317409,0.5827864153652028,0.9815233942177998,0.578448004488569,2.1427578140715715,0.00010774952668069259
ENSMUSG00000052062,3.2842019,158.95328,0.0028420122321519,0.7190654354873087,0.6880521003593157,0.6805905466208385,2.0877080824674628,0.00010498132652046498
ENSMUSG00000050840,3.529254,101.25956,0.003579651950614,0.7440165389219471,0.46833268570619363,0.857239490689993,2.0695887153181336,0.00010407018611006829
ENSMUSG00000026424,3.775647,89.24391,0.003638738026321,0.7691041722398042,0.4225725651128815,0.8713893427405207,2.0630660800932064,0.00010374219250594684
ENSMUSG00000044708,3.8056972,74.04114,0.0038563832210822,0.772163871170895,0.3646746912107299,0.9235107142909151,2.06034927667254,0.00010360557684143315
ENSMUSG00000014361,4.930561,46.731106,0.0037960293771263,0.886697037888015,0.2606677960991499,0.9090572588458203,2.0564220928329853,0.00010340809666092874
ENSMUSG00000026249,3.0126748,131.89803,0.0031857780835668,0.6914186585063835,0.5850155186777414,0.7629151193622343,2.039349296546359,0.00010254958353036437
ENSMUSG00000033569,1.7187296,206.47739,0.0024670824824121,0.559669693596661,0.8690418100038072,0.590802886420365,2.0195143900208334,0.0001015521764618445
ENSMUSG00000047216,3.6985948,99.23008,0.0033290272280172,0.761258749115226,0.4606036615134355,0.7972202272253668,2.0190826378540283,0.00010153046561271768
ENSMUSG00000027199,4.785081,47.70717,0.0036410585908144,0.8718843244786169,0.2643850154211833,0.8719450683300513,2.0082144082298514,0.00010098395186759361
ENSMUSG00000041670,-0.13874918,208.50958,0.0031647037030528,0.3705419727265853,0.8767811548972189,0.7578682557355424,2.0051913833593464,0.0001008319377217103
ENSMUSG00000026872,3.9082103,58.695297,0.0038201180001663,0.7826017125993318,0.30623194143971993,0.9148259691221157,2.0036596231611674,0.00010075491248103296
ENSMUSG00000064373,5.6587005,-0.036413725,0.0040030372851058,0.9608359005190469,0.0825594671726161,0.9586312276049636,2.0020265952966265,0.00010067279495085518
ENSMUSG00000028565,5.750812,23.818035,0.003566075165591,0.9702146553390204,0.1734061920974418,0.8539881409075176,1.9976089883439798,0.00010045065362667793
ENSMUSG00000025909,-0.71556467,231.2937,0.00300130109151,0.31181085818526283,0.963551664924766,0.7187368233238522,1.994099346433881,0.00010027416972721507
ENSMUSG00000026385,4.0137496,97.176125,0.0030740855308648,0.7933476804597146,0.4527814273027822,0.7361671406385122,1.982296248401009,9.968064570968217e-05
ENSMUSG00000051951,-0.64713955,240.86427,0.0027428431767553,0.31877787559359166,1.0,0.6568416777873269,1.9756195533809187,9.934490514045794e-05
ENSMUSG00000025915,1.5705265,228.62466,0.0019636252179302,0.5445797152719126,0.9533869553777691,0.4702356339680526,1.9682023046177344,9.897192549793481e-05
ENSMUSG00000045092,4.4912953,30.495913,0.0038492485879569,0.8419711860549198,0.19883806657676054,0.9218021221742478,1.9626113748059282,9.869078311358741e-05
ENSMUSG00000025978,2.5823843,167.73256,0.002455954236635,0.6476066578239071,0.7214869050950108,0.5881379094449315,1.9572314723638495,9.842025233408658e-05
ENSMUSG00000105265,3.7621062,37.760014,0.004008976914357,0.7677254535861474,0.22650249902627426,0.9600536418393465,1.9542815944517682,9.82719164154376e-05
ENSMUSG00000006301,2.6367347,144.41505,0.0027658447631377,0.6531405930650822,0.6326850450594935,0.6623500660216776,1.9481757041462533,9.79648790143543e-05
ENSMUSG00000025911,1.5876348,230.45018,0.0018167553264602,0.5463216752995591,0.9603392230741069,0.4350634345943283,1.9417243329679943,9.764046895441476e-05
ENSMUSG00000027562,4.2380724,38.634655,0.0037050503396852,0.8161881351448517,0.22983346136587762,0.8872697242348785,1.933291320745608,9.721641119600293e-05
ENSMUSG00000046240,4.78811,0.290675,0.0040757258451574,0.8721927360054043,0.08380514422718349,0.9760385838761162,1.932036464108704,9.71533101736706e-05
ENSMUSG00000047361,2.5326638,161.53366,0.0024691974572064,0.6425441370851666,0.6978791592347466,0.591309377671846,1.931732673991759,9.713803395295348e-05
ENSMUSG00000037242,4.7715526,20.103083,0.0037307014275198,0.8705068683878296,0.15925825573791352,0.8934126114287166,1.92317773555446,9.670784508076828e-05
ENSMUSG00000092083,-0.51268727,221.39478,0.0027718798238235,0.3324677511151765,0.9258528493847369,0.6637953340446123,1.9221159345445258,9.66544519462301e-05
ENSMUSG00000055322,2.8470716,145.56442,0.0024247899521157,0.6745570091987175,0.6370622789008867,0.5806747295005508,1.892294017600155,9.515484363101825e-05
ENSMUSG00000002985,4.724069,3.296758,0.0038725190408833,0.8656721078815985,0.09525344045697595,0.9273748981983343,1.8883004465369089,9.495402513953749e-05
ENSMUSG00000026255,2.3099182,119.21603,0.0030396468416265,0.6198642722514818,0.5367176863204087,0.727919810760784,1.8845017693326744,9.476300697216408e-05
ENSMUSG00000025902,2.2952871,238.8724,0.0011419042834881,0.6183745397029237,0.9924142088521053,0.2734510360733637,1.8842397846283927,9.474983295515732e-05
ENSMUSG00000028517,4.5186996,23.407722,0.003622108357765,0.84476148054272,0.17184356565933784,0.8674068926132933,1.8840119388153513,9.473837562743221e-05
ENSMUSG00000027375,3.9505608,46.9483,0.0034890659400912,0.7869138229873213,0.2614949526518245,0.8355460776242591,1.883954853263405,9.473550505514348e-05
ENSMUSG00000026077,0.8228129,185.94556,0.002576261739764,0.4684478258774295,0.7908488685648184,0.6169489846343789,1.8762456790766269,9.434784581326865e-05
ENSMUSG00000045515,1.318526,179.00336,0.0024621996485264,0.5189211286240913,0.7644103563592455,0.589633552084936,1.8729650370682727,9.418287727539302e-05
ENSMUSG00000074457,3.6993666,34.146797,0.00369686443855,0.761337333471903,0.21274200786268296,0.8853093759027654,1.8593887172373513,9.350018601358035e-05
ENSMUSG00000018593,4.875404,0.020832665,0.0037034429398664,0.8810809749685607,0.08277748298615359,0.8868847863396144,1.8507432442943288,9.306544457363603e-05
ENSMUSG00000058325,5.0488124,1.0585974,0.003591465555185,0.8987373465109192,0.08672968194510185,0.8600685964456707,1.8455356249016917,9.280357712365874e-05
ENSMUSG00000042686,0.81928974,217.3282,0.0019423833963406,0.4680890991838947,0.9103657811693386,0.46514867178313735,1.8436035521363707,9.270642198806251e-05
ENSMUSG00000037509,0.16500707,198.98164,0.0025021456530546,0.401470308426087,0.8404951709175056,0.5991997662448785,1.841165245588471,9.258381066226859e-05
ENSMUSG00000025932,1.1728703,222.2995,0.0016993259841816,0.5040905255133868,0.9292983638848414,0.40694161740219204,1.8403305068004203,9.254183545222673e-05
ENSMUSG00000043716,1.1686839,220.51492,0.0017136930015891,0.5036642679974596,0.922502011127528,0.4103822109479807,1.8365484900729683,9.235165506431481e-05
ENSMUSG00000005360,4.217104,-0.03829072,0.0039105115611531,0.8140531413322752,0.082552318868733,0.9364732946379655,1.8330787548389738,9.217717788975263e-05
ENSMUSG00000040260,3.9124672,-1.2099303,0.004041018232843,0.7830351483960906,0.07809027407942092,0.9677268526704226,1.828852275145934,9.196464748456174e-05
ENSMUSG00000067879,0.09232707,230.00948,0.001971555758433,0.39407006089656366,0.9586608714955013,0.4721348288875426,1.8248657612796075,9.176418386735691e-05
ENSMUSG00000026031,2.4714105,163.46277,0.0019979464140725,0.6363073514219834,0.7052259366656608,0.47845482676093515,1.8199881148485793,9.151890925404893e-05
ENSMUSG00000008575,3.8543122,24.568924,0.0035794004033203,0.777113830357023,0.17626586021295712,0.8571792504904708,1.8105589410604508,9.104475906965161e-05
ENSMUSG00000028033,-0.28227964,208.61156,0.0024077303813208,0.3559277606733883,0.877169533145429,0.5765893269771142,1.8096866207959317,9.100089405840365e-05
ENSMUSG00000013523,3.049674,40.798435,0.0036574435062317,0.6951859017424091,0.23807395053936362,0.8758689053126407,1.8091287575944135,9.097284165998446e-05
ENSMUSG00000031925,5.346078,0.348787,0.0033111268940193,0.9290048069128495,0.08402645660961129,0.792933479887782,1.8059647434102426,9.08137378039553e-05
ENSMUSG00000046160,3.5875573,-0.42821714,0.0040543519422888,0.7499529568056572,0.08106733220536326,0.9709199910483781,1.8019402800593984,9.061136588009645e-05
ENSMUSG00000042182,-0.9518387,201.67905,0.0027550111623461,0.2877535342062035,0.8507679241093516,0.6597556502216542,1.7982771085372093,9.042716167602166e-05
ENSMUSG00000029723,4.6910696,10.265117,0.0033947030696054,0.8623121226267038,0.1217915759866803,0.8129481873352109,1.797051885948595,9.036555081494595e-05
ENSMUSG00000036949,3.1582856,66.03426,0.0031534733526344,0.7062446899176648,0.33418147658012903,0.7551788268812055,1.7956049933789995,9.029279318059832e-05
ENSMUSG00000056870,1.8892496,173.70543,0.0019804937559841,0.5770319694460601,0.7442338435867425,0.47427528823372084,1.7955411012665234,9.028958033739564e-05
ENSMUSG00000026923,3.2743604,63.333744,0.0031439084970076,0.718063378029111,0.3238968945704858,0.7528882484262237,1.7948485210258207,9.025475363293373e-05
ENSMUSG00000026830,3.281546,57.800827,0.00321577375623,0.7187950128481554,0.3028254628000208,0.7700984417484604,1.7917189173966366,9.009738012691813e-05
ENSMUSG00000060424,1.6198237,179.11511,0.0019865633443601,0.5495991357797886,0.7648359424470812,0.4757288249003611,1.790163903127231,9.001918554495938e-05
ENSMUSG00000101640,0.8388098,218.02202,0.0016915862975069,0.4700766236169044,0.9130081090392459,0.40508812789465537,1.7881728605508056,8.991906508626727e-05
ENSMUSG00000026109,0.4016669,172.32487,0.0025897358500421,0.4255669144015263,0.7389761511534324,0.6201757460103255,1.7847188115652841,8.974537670166413e-05
ENSMUSG00000034903,3.0828242,57.189278,0.0032697701879934,0.6985612413909121,0.30049645388342294,0.7830294328756645,1.7820871281499997,8.961304133435935e-05
ENSMUSG00000015090,3.5584934,64.1891,0.0029506008069767,0.7469936825324968,0.32715441236687737,0.7065951889966149,1.7807432838959891,8.95454655302478e-05
ENSMUSG00000031765,5.3373737,0.48350087,0.0032060124056203,0.9281185386881489,0.08453949776317284,0.7677608069455416,1.7804188433968635,8.952915089590729e-05
ENSMUSG00000060961,4.051889,13.927399,0.0035291177570469,0.7972310183879961,0.13573892514937366,0.8451376315986389,1.7781075751360087,8.941292774670034e-05
ENSMUSG00000027447,4.853323,44.82608,0.0026916075341855,0.8788326966843092,0.2534127396108704,0.6445718366546808,1.7768172729498604,8.934804432920932e-05
ENSMUSG00000032841,3.3465457,50.75611,0.0032204812093038,0.7254132554093107,0.2759965272479903,0.7712257761285499,1.7726355587858509,8.913776497849268e-05
ENSMUSG00000057715,-1.132995,225.31462,0.0023483164554321,0.2693082746914457,0.9407810764141934,0.562360961816513,1.7724503129221523,8.912844980810712e-05
ENSMUSG00000021127,4.0532255,0.0,0.0037186074601082,0.7973671002650353,0.08269814435173264,0.8905163647660232,1.7705816093827913,8.903448122213328e-05
ENSMUSG00000005089,4.082898,50.668026,0.002890079839611,0.800388341938395,0.2756610702013601,0.6921017110674652,1.7681511232072202,8.891226314722908e-05
ENSMUSG00000075284,3.0306728,55.994846,0.0032367768716467,0.6932512074199273,0.29594760697455735,0.7751282389077809,1.7643270533022655,8.871996809664201e-05
ENSMUSG00000024140,4.3342795,-1.5752732,0.0035927191177213,0.8259839022623202,0.07669891071897762,0.8603687978757453,1.763051610857043,8.865583190781158e-05
ENSMUSG00000056966,3.2686176,10.230192,0.0038555127314917,0.7174786485091256,0.12165856843305471,0.9233022506424207,1.762439467584601,8.862505001196069e-05
ENSMUSG00000032854,3.1323943,30.013472,0.0035721606920729,0.703608448463879,0.19700074954945382,0.8554454944098124,1.7560546924231453,8.830398876225172e-05
ENSMUSG00000044033,3.5540824,55.37227,0.0029824108303105,0.7465445563374948,0.2935766030889164,0.7142130095831288,1.7543341690095402,8.821747147959777e-05
ENSMUSG00000027111,3.6508467,56.23882,0.0029144173985629,0.7563970573284285,0.29687675185324747,0.697930036173165,1.751203845354841,8.806006176677992e-05
ENSMUSG00000004892,3.2335234,34.901714,0.003429372640151,0.7139053715849291,0.2156170161192435,0.8212508083504945,1.7507731960546669,8.80384063757906e-05
ENSMUSG00000020044,3.9997633,0.054962575,0.0036539852767023,0.7919236011803782,0.08290746253760849,0.8750407332668202,1.7498717969848068,8.799307912392387e-05
ENSMUSG00000068523,4.201006,28.544283,0.0030850540209189,0.8124140496326293,0.19140552450425294,0.7387938595333806,1.7426134336702628,8.762808910662809e-05
ENSMUSG00000026158,-0.23752858,208.01509,0.0021152363282958,0.360484295087375,0.8748979507399584,0.5065432539143765,1.74192549974171,8.75934960440326e-05
ENSMUSG00000032060,3.7462492,0.23850961,0.0036798714054504,0.7661109004067906,0.08360647877527726,0.8812399077349788,1.7309572869170466,8.704195459934412e-05
ENSMUSG00000026110,0.10837522,190.1225,0.0021648038733635,0.39570407688983444,0.8067562292245438,0.5184136213541408,1.720873927468519,8.653490839897785e-05
ENSMUSG00000026058,-1.2786554,203.7267,0.002538076849175,0.2544771930286858,0.8585661465053848,0.6078045196155939,1.7208478591496645,8.653359754200675e-05
